t,roll,pitch,posture_roll,posture_pitch,roll_effort,offset_change,fsm,swing,brace
1766108836.806,-0.002,0.016,0.000,0.000,0.000,0.000,IDLE,None,0
1766108836.862,-0.009,0.004,0.000,0.000,0.006,0.000,IDLE,None,0
1766108836.919,-0.002,0.004,0.000,0.000,0.006,0.000,IDLE,None,0
1766108836.975,-0.008,0.004,0.000,0.000,0.005,0.000,IDLE,None,0
1766108837.031,-0.008,0.003,0.000,0.000,0.000,0.000,IDLE,None,0
1766108837.089,-0.008,0.010,0.000,0.000,0.000,0.000,IDLE,None,0
1766108837.145,-0.007,0.015,0.000,0.000,0.000,0.000,IDLE,None,0
1766108837.201,-0.012,0.015,0.000,0.000,0.004,0.000,IDLE,None,0
1766108837.257,-0.011,0.014,0.000,0.000,0.000,0.000,IDLE,None,0
1766108837.314,-0.011,0.013,0.000,0.000,0.000,0.000,IDLE,None,0
1766108837.370,-0.014,0.013,0.000,0.000,0.003,0.000,IDLE,None,0
1766108837.426,-0.017,0.012,0.000,0.000,0.003,0.000,IDLE,None,0
1766108837.483,-0.017,0.012,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.539,-0.016,0.019,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.596,-0.019,0.018,0.000,0.000,0.003,0.000,IDLE,None,0
1766108837.652,-0.019,0.017,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.708,-0.018,0.017,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.765,-0.017,0.016,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.821,-0.016,0.015,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.878,-0.016,0.015,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.934,-0.015,0.014,0.000,0.000,0.001,0.000,IDLE,None,0
1766108837.991,-0.019,0.014,0.000,0.000,0.003,0.000,IDLE,None,0
1766108838.048,-0.019,0.013,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.105,-0.018,0.013,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.161,-0.017,0.012,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.218,-0.016,0.012,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.274,-0.020,0.011,0.000,0.000,0.002,0.000,IDLE,None,0
1766108838.330,-0.019,0.011,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.387,-0.018,0.010,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.443,-0.017,0.010,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.499,-0.017,0.009,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.555,-0.016,0.009,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.612,-0.015,0.009,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.668,-0.015,0.008,0.000,0.000,0.000,0.000,IDLE,None,0
1766108838.725,-0.018,0.008,0.000,0.000,0.003,0.000,IDLE,None,0
1766108838.781,-0.021,0.008,0.000,0.000,0.002,0.000,IDLE,None,0
1766108838.840,-0.020,0.007,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.897,-0.020,0.007,0.000,0.000,0.001,0.000,IDLE,None,0
1766108838.953,-0.019,0.007,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.010,-0.022,0.007,0.000,0.000,0.002,0.000,IDLE,None,0
1766108839.066,-0.021,0.006,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.122,-0.020,0.006,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.178,-0.019,0.006,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.235,-0.018,0.006,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.291,-0.018,0.005,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.347,-0.017,0.005,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.403,-0.020,0.005,0.000,0.000,0.002,0.000,IDLE,None,0
1766108839.463,-0.019,0.005,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.519,-0.011,-0.027,0.000,0.000,0.007,0.000,IDLE,None,0
1766108839.575,-0.011,-0.026,0.000,0.000,0.000,0.000,IDLE,None,0
1766108839.635,-0.014,-0.025,0.000,0.000,0.003,0.000,IDLE,None,0
1766108839.691,-0.013,-0.024,0.000,0.000,0.000,0.000,IDLE,None,0
1766108839.748,-0.017,-0.023,0.000,0.000,0.003,0.000,IDLE,None,0
1766108839.804,-0.016,-0.022,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.860,-0.019,-0.021,0.000,0.000,0.003,0.000,IDLE,None,0
1766108839.917,-0.019,-0.020,0.000,0.000,0.001,0.000,IDLE,None,0
1766108839.973,-0.018,-0.020,0.000,0.000,0.001,0.000,IDLE,None,0
1766108840.030,-0.017,-0.019,0.000,0.000,0.001,0.000,IDLE,None,0
1766108840.086,-0.016,-0.018,0.000,0.000,0.001,0.000,IDLE,None,0
1766108840.143,-0.006,-0.017,0.000,0.000,0.008,0.000,IDLE,None,0
1766108840.198,-0.006,-0.017,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.255,-0.006,-0.016,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.311,-0.006,-0.015,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.368,-0.005,-0.015,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.424,-0.005,-0.014,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.481,-0.005,-0.014,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.540,-0.005,-0.013,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.596,-0.005,-0.013,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.652,-0.004,-0.012,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.709,-0.004,-0.012,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.765,-0.008,-0.011,0.000,0.000,0.003,0.000,IDLE,None,0
1766108840.822,-0.008,-0.011,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.878,-0.008,-0.010,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.934,-0.007,-0.010,0.000,0.000,0.000,0.000,IDLE,None,0
1766108840.990,-0.007,-0.005,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.048,-0.007,-0.005,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.104,-0.006,-0.005,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.163,-0.006,-0.005,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.219,-0.006,-0.005,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.275,-0.006,-0.004,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.332,-0.005,-0.004,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.388,-0.009,-0.004,0.000,0.000,0.003,0.000,IDLE,None,0
1766108841.445,-0.009,-0.004,0.000,0.000,0.000,0.000,IDLE,None,0
1766108841.501,-0.012,-0.004,0.000,0.000,0.003,0.000,IDLE,None,0
1766108841.557,-0.012,-0.004,0.000,0.000,0.000,0.000,IDLE,None,0
