t,roll,pitch,posture_roll,posture_pitch,roll_effort,offset_change,fsm,swing,brace
1766438686.308,0.687,-0.151,0.000,0.000,0.030,0.000,IDLE,None,0
1766438686.364,0.677,-0.145,0.000,0.000,0.008,0.055,IDLE,None,0
1766438686.421,0.672,-0.139,0.000,0.000,0.004,0.000,IDLE,None,0
1766438686.477,0.651,-0.134,0.000,0.000,0.017,0.000,IDLE,None,0
1766438686.533,0.625,-0.128,0.000,0.000,0.021,0.000,IDLE,None,0
1766438686.590,0.618,-0.123,0.000,0.000,0.005,0.000,IDLE,None,0
1766438686.646,0.611,-0.118,0.000,0.000,0.006,0.053,IDLE,None,0
1766438686.703,0.520,-0.093,0.000,0.000,0.073,0.073,IDLE,None,0
1766438686.759,0.544,-0.112,0.000,0.000,0.019,0.000,IDLE,None,0
1766438686.816,0.549,-0.139,0.000,0.000,0.004,0.000,IDLE,None,0
1766438686.872,0.500,-0.134,0.000,0.000,0.039,0.000,IDLE,None,0
1766438686.929,0.457,-0.137,0.000,0.000,0.035,0.051,IDLE,None,0
1766438686.986,0.390,-0.181,0.000,0.000,0.092,0.092,IDLE,None,0
1766438687.042,0.333,-0.185,0.000,0.000,0.007,0.000,IDLE,None,0
1766438687.099,0.353,-0.195,0.000,0.000,0.016,0.000,IDLE,None,0
1766438687.155,0.281,-0.195,0.000,0.000,0.057,0.000,IDLE,None,0
1766438687.212,0.325,-0.187,0.000,0.000,0.035,0.000,IDLE,None,0
1766438687.269,0.302,-0.187,0.000,0.000,0.018,0.000,IDLE,None,0
1766438687.325,0.283,-0.180,0.000,0.000,0.015,0.000,IDLE,None,0
1766438687.382,0.272,-0.168,0.000,0.000,0.009,0.056,IDLE,None,0
1766438687.438,0.287,-0.172,0.000,0.000,0.013,0.000,IDLE,None,0
1766438687.495,0.277,-0.165,0.000,0.000,0.009,0.000,IDLE,None,0
1766438687.551,0.251,-0.158,0.000,0.000,0.021,0.000,IDLE,None,0
1766438687.608,0.251,-0.167,0.000,0.000,0.000,0.000,IDLE,None,0
1766438687.664,0.248,-0.160,0.000,0.000,0.003,0.000,IDLE,None,0
1766438687.721,0.238,-0.154,0.000,0.000,0.008,0.000,IDLE,None,0
1766438687.778,0.228,-0.158,0.000,0.000,0.008,0.000,IDLE,None,0
1766438687.834,0.230,-0.152,0.000,0.000,0.001,0.000,IDLE,None,0
1766438687.891,0.226,-0.146,0.000,0.000,0.003,0.000,IDLE,None,0
1766438687.947,0.217,-0.140,0.000,0.000,0.007,0.000,IDLE,None,0
1766438688.004,0.299,-0.134,0.000,0.000,0.113,0.070,IDLE,None,0
1766438688.061,0.306,-0.129,0.000,0.000,0.042,0.000,IDLE,None,0
1766438688.117,0.298,-0.135,0.000,0.000,0.006,0.000,IDLE,None,0
1766438688.173,0.286,-0.137,0.000,0.000,0.010,0.058,IDLE,None,0
1766438688.230,0.275,-0.142,0.000,0.000,0.009,0.000,IDLE,None,0
1766438688.286,0.277,-0.144,0.000,0.000,0.001,0.000,IDLE,None,0
1766438688.343,0.260,-0.138,0.000,0.000,0.014,0.000,IDLE,None,0
1766438688.399,0.249,-0.132,0.000,0.000,0.008,0.000,IDLE,None,0
1766438688.456,0.248,-0.136,0.000,0.000,0.001,0.000,IDLE,None,0
1766438688.513,0.238,-0.131,0.000,0.000,0.008,0.000,IDLE,None,0
1766438688.569,0.228,-0.125,0.000,0.000,0.008,0.000,IDLE,None,0
1766438688.625,0.219,-0.120,0.000,0.000,0.007,0.053,IDLE,None,0
1766438688.682,0.211,-0.116,0.000,0.000,0.007,0.000,IDLE,None,0
1766438688.738,0.202,-0.111,0.000,0.000,0.007,0.000,IDLE,None,0
1766438688.798,0.194,-0.107,0.000,0.000,0.006,0.000,IDLE,None,0
1766438688.855,0.186,-0.102,0.000,0.000,0.006,0.175,UNLOADING,FRF,0
1766438688.912,0.184,-0.098,0.300,-0.300,0.242,0.000,UNLOADING,FRF,0
1766438688.968,-0.122,-0.058,0.600,-0.600,0.613,0.000,UNLOADING,FRF,0
1766438689.024,-0.345,0.058,0.900,-0.900,0.388,0.000,UNLOADING,FRF,0
1766438689.080,-0.330,0.008,1.200,-1.200,0.130,0.000,UNLOADING,FRF,0
1766438689.138,-0.359,0.030,1.500,-1.500,0.263,0.000,UNLOADING,FRF,0
1766438689.195,-0.611,0.126,1.800,-1.800,0.543,0.000,UNLOADING,FRF,0
1766438689.251,-1.004,0.262,2.100,-2.100,0.620,0.000,UNLOADING,FRF,0
1766438689.308,-0.977,0.550,2.400,-2.400,0.093,0.000,UNLOADING,FRF,0
1766438689.364,-1.259,0.507,2.700,-2.700,0.609,0.000,UNLOADING,FRF,0
1766438689.421,-1.055,0.711,3.000,-3.000,0.232,0.000,UNLOADING,FRF,0
1766438689.477,-0.792,0.761,3.300,-3.300,0.077,0.000,UNLOADING,FRF,0
1766438689.534,-0.937,0.553,3.600,-3.600,0.501,0.000,UNLOADING,FRF,0
1766438689.591,-0.879,0.399,3.900,-3.900,0.042,0.000,UNLOADING,FRF,0
1766438689.648,-0.749,0.414,4.200,-4.200,0.170,0.000,UNLOADING,FRF,0
1766438689.704,-0.747,0.349,4.500,-4.500,0.336,0.000,UNLOADING,FRF,0
1766438689.761,-0.827,0.346,4.800,-4.800,0.256,0.000,UNLOADING,FRF,0
1766438689.817,-0.764,0.402,5.100,-5.100,0.129,0.000,UNLOADING,FRF,0
1766438689.874,-0.859,0.401,5.400,-5.400,0.451,0.000,UNLOADING,FRF,0
1766438689.930,-0.878,0.280,5.700,-5.700,0.181,0.000,UNLOADING,FRF,0
1766438689.987,-0.829,-0.041,6.000,-6.000,0.201,0.000,UNLOADING,FRF,0
1766438690.044,-0.909,-0.067,6.300,-6.000,0.374,0.000,UNLOADING,FRF,0
1766438690.100,-1.017,-0.085,6.600,-6.000,0.256,0.000,UNLOADING,FRF,0
1766438690.156,-1.050,-0.125,6.900,-6.000,0.266,0.000,UNLOADING,FRF,0
1766438690.213,-0.992,-0.102,7.200,-6.000,0.194,0.000,UNLOADING,FRF,0
1766438690.269,-0.976,-0.133,7.500,-6.000,0.227,0.000,UNLOADING,FRF,0
1766438690.326,-1.048,-0.142,7.800,-6.000,0.297,0.000,UNLOADING,FRF,0
1766438690.382,-1.053,-0.113,8.000,-6.000,0.164,0.000,UNLOADING,FRF,0
1766438690.439,-1.018,-0.149,8.000,-6.000,0.028,0.000,UNLOADING,FRF,0
1766438690.496,-1.018,-0.159,8.000,-6.000,0.000,0.000,UNLOADING,FRF,0
1766438690.552,-1.067,-0.143,8.000,-6.000,0.039,0.000,LIFTING,FRF,0
1766438690.608,-1.095,-0.225,8.000,-6.000,0.023,0.000,LIFTING,FRF,0
1766438690.665,-1.146,-0.309,8.000,-6.000,0.084,0.000,LIFTING,FRF,0
1766438690.721,-1.286,-0.413,8.000,-6.000,0.164,0.000,LIFTING,FRF,0
1766438690.778,-1.466,-0.485,8.000,-6.000,0.156,0.000,LIFTING,FRF,0
1766438690.835,-1.702,-0.664,8.000,-6.000,0.214,0.000,LIFTING,FRF,0
1766438690.891,-1.947,-0.685,8.000,-6.000,0.157,0.000,LIFTING,FRF,0
1766438690.948,-2.086,-0.699,8.000,-6.000,0.017,0.000,LIFTING,FRF,0
1766438691.005,-2.231,-0.734,8.000,-6.000,0.199,0.000,LIFTING,FRF,0
1766438691.061,-2.515,-0.711,8.000,-6.000,0.271,0.000,LIFTING,FRF,0
1766438691.117,-2.451,-0.755,8.000,-6.000,0.179,0.000,LIFTING,FRF,0
1766438691.173,-2.437,-0.843,8.000,-6.000,0.011,0.000,LIFTING,FRF,0
1766438691.230,-2.481,-0.811,8.000,-6.000,0.036,0.000,LIFTING,FRF,0
1766438691.286,-2.533,-0.818,8.000,-6.000,0.041,0.000,LIFTING,FRF,0
1766438691.345,-2.558,-0.846,8.000,-6.000,0.020,0.000,LIFTING,FRF,0
1766438691.401,-2.460,-0.835,8.000,-6.000,0.119,0.000,LIFTING,FRF,0
1766438691.457,-2.527,-0.832,8.000,-6.000,0.095,0.000,LIFTING,FRF,0
1766438691.513,-2.562,-0.836,8.000,-6.000,0.028,0.000,LIFTING,FRF,0
1766438691.570,-2.575,-0.859,8.000,-6.000,0.011,0.000,DONE,FRF,0
1766438691.627,-2.525,-0.824,8.000,-6.000,0.040,0.000,DONE,FRF,0
1766438691.683,-2.519,-0.820,8.000,-6.000,0.005,0.000,DONE,FRF,0
1766438691.740,-2.561,-0.840,8.000,-6.000,0.034,0.000,DONE,FRF,0
1766438691.797,-2.580,-0.862,8.000,-6.000,0.015,0.000,DONE,FRF,0
1766438691.853,-2.576,-0.847,8.000,-6.000,0.003,0.000,DONE,FRF,0
1766438691.910,-2.557,-0.841,8.000,-6.000,0.015,0.000,DONE,FRF,0
1766438691.967,-2.575,-0.864,8.000,-6.000,0.014,0.000,DONE,FRF,0
1766438692.023,-2.591,-0.870,8.000,-6.000,0.013,0.000,DONE,FRF,0
1766438692.080,-2.609,-0.870,8.000,-6.000,0.014,0.000,DONE,FRF,0
1766438692.136,-2.597,-0.879,8.000,-6.000,0.010,0.000,DONE,FRF,0
1766438692.193,-2.593,-0.888,8.000,-6.000,0.003,0.000,DONE,FRF,0
1766438692.250,-2.602,-0.886,8.000,-6.000,0.008,0.000,DONE,FRF,0
1766438692.306,-2.628,-0.885,8.000,-6.000,0.020,0.000,RECENTERING,FRF,0
1766438692.363,-2.624,-0.889,7.400,-5.400,0.243,0.000,RECENTERING,FRF,0
1766438692.420,-2.789,-0.916,6.800,-4.800,0.260,0.000,RECENTERING,FRF,0
1766438692.476,-2.911,-0.818,6.200,-4.200,0.375,0.000,RECENTERING,FRF,0
1766438692.532,-2.979,-0.833,5.600,-3.600,0.483,0.000,RECENTERING,FRF,0
1766438692.588,-3.055,-0.669,5.000,-3.000,0.403,0.000,RECENTERING,FRF,0
1766438692.644,-2.910,-0.677,4.400,-2.400,0.708,0.000,RECENTERING,FRF,0
1766438692.701,-3.076,-0.759,3.800,-1.800,0.143,0.000,RECENTERING,FRF,0
1766438692.757,-3.064,-0.789,3.200,-1.200,0.637,0.000,RECENTERING,FRF,0
1766438692.813,-3.091,-0.918,2.600,-0.600,0.458,0.000,RECENTERING,FRF,0
1766438692.870,-3.294,-1.125,2.000,-0.000,0.220,0.000,RECENTERING,FRF,0
1766438692.926,-3.062,-0.843,1.400,0.000,0.928,0.000,RECENTERING,FRF,0
1766438692.983,-3.241,-1.111,0.800,0.000,0.172,0.000,RECENTERING,FRF,0
1766438693.039,-3.147,-1.217,0.200,0.000,0.609,0.000,RECENTERING,FRF,0
1766438693.096,-2.965,-1.337,0.000,0.000,0.600,0.000,RECENTERING,FRF,0
1766438693.152,-2.690,-1.193,0.000,0.000,0.193,0.000,RECENTERING,FRF,0
1766438693.208,-2.615,-1.184,0.000,0.000,0.022,0.000,RECENTERING,FRF,0
1766438693.265,-2.639,-1.156,0.000,0.000,0.019,0.000,RECENTERING,FRF,0
1766438693.321,-2.550,-1.129,0.000,0.000,0.124,0.000,RECENTERING,FRF,0
1766438693.378,-2.426,-1.069,0.000,0.000,0.102,0.000,RECENTERING,FRF,0
1766438693.434,-2.268,-1.009,0.000,0.000,0.140,0.000,RECENTERING,FRF,0
1766438693.490,-2.164,-0.928,0.000,0.000,0.061,0.000,RECENTERING,FRF,0
1766438693.547,-2.080,-0.790,0.000,0.000,0.062,0.000,RECENTERING,FRF,0
1766438693.604,-1.963,-0.705,0.000,0.000,0.093,0.000,RECENTERING,FRF,0
1766438693.661,-1.895,-0.730,0.000,0.000,0.012,0.000,RECENTERING,FRF,0
1766438693.717,-1.844,-0.677,0.000,0.000,0.041,0.000,RECENTERING,FRF,0
1766438693.774,-1.741,-0.548,0.000,0.000,0.139,0.000,RECENTERING,FRF,0
1766438693.830,-1.605,-0.459,0.000,0.000,0.107,0.000,RECENTERING,FRF,0
1766438693.888,-1.484,-0.364,0.000,0.000,0.114,0.000,RECENTERING,FRF,0
1766438693.944,-1.348,-0.317,0.000,0.000,0.094,0.000,RECENTERING,FRF,0
1766438694.000,-1.211,-0.273,0.000,0.000,0.107,0.914,IDLE,None,0
1766438694.057,-1.154,-0.136,0.000,0.000,0.051,0.051,IDLE,None,0
1766438694.113,-1.030,-0.093,0.000,0.000,0.040,0.000,IDLE,None,0
1766438694.169,-1.042,-0.124,0.000,0.000,0.050,0.000,IDLE,None,0
1766438694.226,-1.109,-0.147,0.000,0.000,0.014,0.000,IDLE,None,0
1766438694.283,-1.126,-0.130,0.000,0.000,0.013,0.000,IDLE,None,0
1766438694.339,-1.056,-0.105,0.000,0.000,0.056,0.000,IDLE,None,0
1766438694.395,-1.064,-0.114,0.000,0.000,0.006,0.000,IDLE,None,0
1766438694.451,-1.113,-0.109,0.000,0.000,0.039,0.000,IDLE,None,0
1766438694.507,-1.087,-0.105,0.000,0.000,0.021,0.000,IDLE,None,0
1766438694.564,-1.048,-0.108,0.000,0.000,0.032,0.000,IDLE,None,0
1766438694.620,-1.071,-0.122,0.000,0.000,0.019,0.000,IDLE,None,0
1766438694.677,-1.087,-0.111,0.000,0.000,0.013,0.000,IDLE,None,0
1766438694.733,-1.052,-0.107,0.000,0.000,0.028,0.000,IDLE,None,0
1766438694.790,-1.044,-0.102,0.000,0.000,0.006,0.000,IDLE,None,0
1766438694.846,-1.060,-0.098,0.000,0.000,0.013,0.000,IDLE,None,0
1766438694.904,-1.049,-0.103,0.000,0.000,0.009,0.000,IDLE,None,0
1766438694.961,-1.069,-0.099,0.000,0.000,0.016,0.000,IDLE,None,0
1766438695.018,-1.074,-0.095,0.000,0.000,0.004,0.000,IDLE,None,0
1766438695.075,-1.076,-0.091,0.000,0.000,0.002,0.000,IDLE,None,0
1766438695.131,-1.059,-0.087,0.000,0.000,0.014,0.000,IDLE,None,0
1766438695.187,-1.062,-0.092,0.000,0.000,0.002,0.000,IDLE,None,0
1766438695.244,-1.065,-0.088,0.000,0.000,0.003,0.000,IDLE,None,0
1766438695.302,-1.053,-0.084,0.000,0.000,0.010,0.000,IDLE,None,0
1766438695.361,-1.050,-0.090,0.000,0.000,0.002,0.000,IDLE,None,0
1766438695.419,-1.058,-0.086,0.000,0.000,0.006,0.000,IDLE,None,0
