t,roll,pitch,posture_roll,posture_pitch,roll_effort,offset_change,fsm,swing,brace
1766109506.201,-17.666,1.294,0.000,0.000,0.361,0.361,IDLE,None,0
1766109506.259,-17.784,1.462,0.000,0.000,0.169,0.169,IDLE,None,0
1766109506.317,-17.831,1.595,0.000,0.000,0.037,0.000,IDLE,None,0
1766109506.375,-18.084,1.625,0.000,0.000,0.322,0.360,IDLE,None,0
1766109506.432,-18.472,1.667,0.000,0.000,0.373,0.373,IDLE,None,0
1766109506.489,-18.949,1.791,0.000,0.000,0.406,0.406,IDLE,None,0
1766109506.546,-19.488,2.014,0.000,0.000,0.457,0.457,IDLE,None,0
1766109506.604,-19.638,2.201,0.000,0.000,0.056,0.056,IDLE,None,0
1766109506.661,-19.759,2.342,0.000,0.000,0.040,0.000,IDLE,None,0
1766109506.719,-20.236,2.505,0.000,0.000,0.591,0.631,IDLE,None,0
1766109506.776,-21.075,2.748,0.000,0.000,0.871,0.871,IDLE,None,0
1766109506.833,-21.562,2.940,0.000,0.000,0.188,0.188,IDLE,None,0
1766109506.890,-21.468,3.100,0.000,0.000,0.351,0.351,IDLE,None,0
1766109506.947,-21.445,3.203,0.000,0.000,0.004,0.000,IDLE,None,0
1766109507.004,-21.910,3.260,0.000,0.000,0.623,0.619,IDLE,None,0
1766109507.061,-22.452,3.363,0.000,0.000,0.477,0.477,IDLE,None,0
1766109507.118,-22.830,3.432,0.000,0.000,0.210,0.210,IDLE,None,0
1766109507.176,-22.904,3.420,0.000,0.000,0.090,0.090,IDLE,None,0
1766109507.232,-23.085,3.626,0.000,0.000,0.208,0.208,IDLE,None,0
1766109507.289,-23.317,3.929,0.000,0.000,0.200,0.200,IDLE,None,0
1766109507.346,-23.921,4.329,0.000,0.000,0.682,0.682,IDLE,None,0
1766109507.403,-24.356,4.530,0.000,0.000,0.244,0.244,IDLE,None,0
1766109507.460,-24.446,4.400,0.000,0.000,0.100,0.100,IDLE,None,0
1766109507.517,-24.684,4.085,0.000,0.000,0.289,0.289,IDLE,None,0
1766109507.574,-25.306,3.607,0.000,0.000,0.154,0.154,IDLE,None,0
1766109507.631,-25.791,3.168,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.688,-26.006,2.874,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.745,-26.037,2.919,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.802,-26.182,3.166,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.859,-26.487,3.252,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.916,-26.870,3.148,0.000,0.000,0.000,0.000,IDLE,None,0
1766109507.973,-27.268,3.134,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.030,-27.516,3.083,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.087,-27.647,3.039,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.144,-27.777,2.895,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.201,-27.947,2.801,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.261,-28.144,2.705,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.318,-28.303,2.763,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.376,-28.353,2.904,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.433,-28.333,3.082,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.490,-28.260,3.185,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.547,-28.197,3.298,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.604,-27.986,3.320,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.661,-27.517,3.270,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.718,-26.886,3.335,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.775,-26.262,3.454,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.833,-25.795,3.519,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.890,-25.470,3.482,0.000,0.000,0.000,0.000,IDLE,None,0
1766109508.947,-24.961,3.469,0.000,0.000,0.296,0.296,IDLE,None,0
1766109509.004,-24.212,3.433,0.000,0.000,0.748,0.748,IDLE,None,0
1766109509.062,-23.275,3.415,0.000,0.000,0.830,0.830,IDLE,None,0
1766109509.122,-22.161,3.347,0.000,0.000,0.975,0.975,IDLE,None,0
1766109509.179,-21.349,3.395,0.000,0.000,0.480,0.480,IDLE,None,0
1766109509.236,-20.830,3.273,0.000,0.000,0.261,0.261,IDLE,None,0
1766109509.293,-20.537,3.101,0.000,0.000,0.129,0.129,IDLE,None,0
1766109509.350,-20.223,2.841,0.000,0.000,0.258,0.258,IDLE,None,0
1766109509.408,-19.568,2.725,0.000,0.000,0.724,0.724,IDLE,None,0
1766109509.467,-18.509,2.736,0.000,0.000,1.050,1.050,IDLE,None,0
1766109509.524,-17.583,2.841,0.000,0.000,0.644,0.644,IDLE,None,0
1766109509.581,-17.020,2.755,0.000,0.000,0.262,0.262,IDLE,None,0
1766109509.638,-17.020,2.725,0.000,0.000,0.273,0.273,IDLE,None,0
1766109509.697,-16.992,2.661,0.000,0.000,0.023,0.000,IDLE,None,0
1766109509.754,-16.548,2.754,0.000,0.000,0.591,0.614,IDLE,None,0
1766109509.812,-15.577,2.846,0.000,0.000,1.039,1.039,IDLE,None,0
1766109509.868,-14.407,2.964,0.000,0.000,1.025,1.025,IDLE,None,0
1766109509.925,-13.497,2.982,0.000,0.000,0.602,0.602,IDLE,None,0
1766109509.982,-13.387,2.979,0.000,0.000,0.373,0.373,IDLE,None,0
1766109510.039,-13.383,3.159,0.000,0.000,0.003,0.000,IDLE,None,0
1766109510.096,-13.062,3.409,0.000,0.000,0.440,0.443,IDLE,None,0
1766109510.153,-12.465,3.594,0.000,0.000,0.593,0.593,IDLE,None,0
1766109510.210,-11.816,3.697,0.000,0.000,0.532,0.532,IDLE,None,0
1766109510.267,-11.309,3.915,0.000,0.000,0.333,0.333,IDLE,None,0
1766109510.324,-10.852,4.093,0.000,0.000,0.346,0.346,IDLE,None,0
1766109510.381,-10.427,4.228,0.000,0.000,0.349,0.349,IDLE,None,0
1766109510.438,-10.013,4.207,0.000,0.000,0.320,0.320,IDLE,None,0
1766109510.495,-9.474,4.182,0.000,0.000,0.486,0.486,IDLE,None,0
1766109510.552,-9.068,4.227,0.000,0.000,0.249,0.249,IDLE,None,0
1766109510.609,-8.697,4.172,0.000,0.000,0.276,0.276,IDLE,None,0
1766109510.667,-8.422,4.155,0.000,0.000,0.170,0.170,IDLE,None,0
1766109510.724,-8.062,4.038,0.000,0.000,0.344,0.344,IDLE,None,0
1766109510.781,-7.717,3.921,0.000,0.000,0.273,0.273,IDLE,None,0
1766109510.838,-7.332,3.788,0.000,0.000,0.304,0.304,IDLE,None,0
1766109510.895,-6.916,3.694,0.000,0.000,0.365,0.365,IDLE,None,0
1766109510.952,-6.511,3.531,0.000,0.000,0.290,0.290,IDLE,None,0
1766109511.009,-6.276,3.459,0.000,0.000,0.126,0.126,IDLE,None,0
1766109511.066,-6.091,3.388,0.000,0.000,0.115,0.115,IDLE,None,0
1766109511.124,-5.886,3.356,0.000,0.000,0.171,0.171,IDLE,None,0
1766109511.181,-5.559,3.362,0.000,0.000,0.329,0.329,IDLE,None,0
1766109511.238,-4.948,3.194,0.000,0.000,0.630,0.630,IDLE,None,0
1766109511.295,-4.331,2.769,0.000,0.000,0.491,0.491,IDLE,None,0
1766109511.352,-3.742,2.117,0.000,0.000,0.454,0.454,IDLE,None,0
1766109511.410,-3.179,1.727,0.000,0.000,0.437,0.437,IDLE,None,0
1766109511.467,-2.470,1.757,0.000,0.000,0.635,0.635,IDLE,None,0
1766109511.524,-2.206,1.921,0.000,0.000,0.045,0.000,IDLE,None,0
1766109511.581,-2.263,2.099,0.000,0.000,0.174,0.219,IDLE,None,0
1766109511.638,-2.387,2.191,0.000,0.000,0.122,0.122,IDLE,None,0
1766109511.695,-1.938,2.182,0.000,0.000,0.674,0.674,IDLE,None,0
1766109511.752,-1.019,2.092,0.000,0.000,0.952,0.952,IDLE,None,0
1766109511.811,0.093,1.905,0.000,0.000,0.994,0.994,IDLE,None,0
1766109511.867,0.693,1.703,0.000,0.000,0.191,0.191,IDLE,None,0
1766109511.925,0.599,1.598,0.000,0.000,0.414,0.414,IDLE,None,0
1766109511.982,0.659,1.660,0.000,0.000,0.118,0.118,IDLE,None,0
1766109512.039,0.982,1.847,0.000,0.000,0.418,0.418,IDLE,None,0
1766109512.096,1.457,1.836,0.000,0.000,0.446,0.446,IDLE,None,0
1766109512.153,1.916,1.504,0.000,0.000,0.357,0.357,IDLE,None,0
1766109512.210,2.036,1.278,0.000,0.000,0.067,0.067,IDLE,None,0
1766109512.267,1.875,1.514,0.000,0.000,0.273,0.273,IDLE,None,0
1766109512.324,1.980,1.845,0.000,0.000,0.237,0.237,IDLE,None,0
1766109512.381,2.649,2.096,0.000,0.000,0.816,0.816,IDLE,None,0
1766109512.438,3.512,2.264,0.000,0.000,0.762,0.762,IDLE,None,0
1766109512.495,4.059,2.343,0.000,0.000,0.280,0.280,IDLE,None,0
1766109512.552,3.972,2.356,0.000,0.000,0.390,0.390,IDLE,None,0
1766109512.609,3.728,2.488,0.000,0.000,0.262,0.262,IDLE,None,0
1766109512.666,3.869,2.683,0.000,0.000,0.341,0.341,IDLE,None,0
1766109512.723,4.370,2.836,0.000,0.000,0.553,0.553,IDLE,None,0
1766109512.780,4.928,2.861,0.000,0.000,0.460,0.460,IDLE,None,0
1766109512.837,5.249,2.839,0.000,0.000,0.125,0.125,IDLE,None,0
1766109512.894,4.957,2.812,0.000,0.000,0.542,0.542,IDLE,None,0
1766109512.951,4.722,2.867,0.000,0.000,0.131,0.131,IDLE,None,0
1766109513.008,5.025,3.065,0.000,0.000,0.541,0.541,IDLE,None,0
1766109513.065,5.606,3.255,0.000,0.000,0.578,0.578,IDLE,None,0
1766109513.122,6.126,3.379,0.000,0.000,0.366,0.366,IDLE,None,0
1766109513.179,6.568,3.454,0.000,0.000,0.310,0.310,IDLE,None,0
1766109513.236,6.589,3.691,0.000,0.000,0.182,0.182,IDLE,None,0
1766109513.293,6.390,4.069,0.000,0.000,0.267,0.267,IDLE,None,0
1766109513.350,6.204,4.441,0.000,0.000,0.113,0.113,IDLE,None,0
1766109513.407,6.363,4.623,0.000,0.000,0.295,0.295,IDLE,None,0
1766109513.463,6.654,4.769,0.000,0.000,0.274,0.274,IDLE,None,0
1766109513.521,6.986,4.830,0.000,0.000,0.283,0.283,IDLE,None,0
1766109513.578,7.071,4.805,0.000,0.000,0.087,0.087,IDLE,None,0
1766109513.635,7.114,4.749,0.000,0.000,0.035,0.000,IDLE,None,0
1766109513.692,7.196,4.725,0.000,0.000,0.105,0.140,IDLE,None,0
1766109513.749,7.423,4.716,0.000,0.000,0.257,0.257,IDLE,None,0
1766109513.806,7.815,4.764,0.000,0.000,0.393,0.393,IDLE,None,0
1766109513.863,8.231,4.716,0.000,0.000,0.330,0.330,IDLE,None,0
1766109513.920,8.477,4.645,0.000,0.000,0.112,0.112,IDLE,None,0
1766109513.977,8.654,4.562,0.000,0.000,0.119,0.119,IDLE,None,0
1766109514.035,8.834,4.529,0.000,0.000,0.138,0.138,IDLE,None,0
1766109514.092,9.161,4.478,0.000,0.000,0.346,0.346,IDLE,None,0
1766109514.149,9.629,4.419,0.000,0.000,0.438,0.438,IDLE,None,0
1766109514.205,10.237,4.411,0.000,0.000,0.561,0.561,IDLE,None,0
1766109514.263,10.756,4.464,0.000,0.000,0.344,0.344,IDLE,None,0
1766109514.320,11.070,4.560,0.000,0.000,0.151,0.151,IDLE,None,0
1766109514.377,11.451,4.598,0.000,0.000,0.339,0.339,IDLE,None,0
1766109514.434,11.759,4.635,0.000,0.000,0.228,0.228,IDLE,None,0
1766109514.491,12.190,4.631,0.000,0.000,0.406,0.406,IDLE,None,0
1766109514.548,12.711,4.633,0.000,0.000,0.435,0.435,IDLE,None,0
1766109514.605,13.243,4.645,0.000,0.000,0.421,0.421,IDLE,None,0
1766109514.663,13.559,4.626,0.000,0.000,0.167,0.167,IDLE,None,0
1766109514.720,13.753,4.661,0.000,0.000,0.087,0.087,IDLE,None,0
1766109514.777,13.815,4.793,0.000,0.000,0.016,0.000,IDLE,None,0
1766109514.834,13.945,4.897,0.000,0.000,0.153,0.137,IDLE,None,0
1766109514.891,14.171,4.935,0.000,0.000,0.217,0.217,IDLE,None,0
1766109514.948,14.380,4.934,0.000,0.000,0.169,0.169,IDLE,None,0
1766109515.005,14.567,5.023,0.000,0.000,0.126,0.126,IDLE,None,0
1766109515.062,14.860,5.191,0.000,0.000,0.296,0.296,IDLE,None,0
1766109515.119,14.986,5.389,0.000,0.000,0.025,0.000,IDLE,None,0
1766109515.176,15.243,5.560,0.000,0.000,0.334,0.309,IDLE,None,0
1766109515.233,15.756,5.560,0.000,0.000,0.501,0.501,IDLE,None,0
1766109515.290,16.224,5.545,0.000,0.000,0.371,0.371,IDLE,None,0
1766109515.347,16.441,5.591,0.000,0.000,0.015,0.000,IDLE,None,0
1766109515.404,16.564,5.583,0.000,0.000,0.085,0.100,IDLE,None,0
1766109515.461,16.777,5.600,0.000,0.000,0.242,0.242,IDLE,None,0
1766109515.518,17.473,5.772,0.000,0.000,0.784,0.784,IDLE,None,0
1766109515.576,18.391,5.921,0.000,0.000,0.824,0.824,IDLE,None,0
1766109515.633,19.352,6.105,0.000,0.000,0.799,0.799,IDLE,None,0
1766109515.692,19.810,6.119,0.000,0.000,0.096,0.096,IDLE,None,0
1766109515.749,19.870,6.093,0.000,0.000,0.144,0.144,IDLE,None,0
1766109515.806,19.932,6.133,0.000,0.000,0.049,0.000,IDLE,None,0
1766109515.863,20.188,6.327,0.000,0.000,0.313,0.362,IDLE,None,0
1766109515.921,20.623,6.509,0.000,0.000,0.422,0.422,IDLE,None,0
1766109515.979,20.857,6.685,0.000,0.000,0.101,0.101,IDLE,None,0
1766109516.036,20.949,7.005,0.000,0.000,0.023,0.000,IDLE,None,0
1766109516.093,21.048,7.318,0.000,0.000,0.079,0.057,IDLE,None,0
1766109516.151,21.322,7.510,0.000,0.000,0.334,0.334,IDLE,None,0
1766109516.210,21.711,7.805,0.000,0.000,0.372,0.372,IDLE,None,0
1766109516.267,22.174,8.205,0.000,0.000,0.393,0.393,IDLE,None,0
1766109516.324,22.653,8.422,0.000,0.000,0.363,0.363,IDLE,None,0
1766109516.381,22.673,8.394,0.000,0.000,0.213,0.213,IDLE,None,0
1766109516.438,22.694,8.354,0.000,0.000,0.068,0.068,IDLE,None,0
1766109516.496,22.849,8.404,0.000,0.000,0.182,0.182,IDLE,None,0
1766109516.554,23.033,8.483,0.000,0.000,0.154,0.154,IDLE,None,0
1766109516.611,23.285,8.620,0.000,0.000,0.237,0.237,IDLE,None,0
1766109516.668,23.407,8.710,0.000,0.000,0.003,0.000,IDLE,None,0
1766109516.725,23.553,8.812,0.000,0.000,0.167,0.164,IDLE,None,0
1766109516.782,23.692,8.930,0.000,0.000,0.107,0.107,IDLE,None,0
1766109516.839,24.146,9.071,0.000,0.000,0.538,0.538,IDLE,None,0
1766109516.896,24.828,9.270,0.000,0.000,0.464,0.464,IDLE,None,0
1766109516.954,25.259,9.480,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.011,25.711,9.647,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.068,26.045,9.606,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.125,26.310,9.600,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.182,26.686,9.733,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.239,26.971,9.763,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.296,26.936,9.687,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.353,26.616,9.664,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.409,26.327,9.702,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.466,26.160,9.829,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.523,26.049,9.929,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.580,25.847,9.979,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.637,25.620,9.914,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.695,25.368,9.728,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.752,25.173,9.518,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.809,25.092,9.377,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.866,25.081,9.123,0.000,0.000,0.000,0.000,IDLE,None,0
1766109517.923,24.995,8.804,0.000,0.000,0.047,0.000,IDLE,None,0
1766109517.980,24.906,8.624,0.000,0.000,0.087,0.134,IDLE,None,0
1766109518.037,24.703,8.496,0.000,0.000,0.214,0.214,IDLE,None,0
1766109518.094,24.456,8.213,0.000,0.000,0.241,0.241,IDLE,None,0
1766109518.151,24.062,7.852,0.000,0.000,0.363,0.363,IDLE,None,0
1766109518.208,23.855,7.628,0.000,0.000,0.072,0.072,IDLE,None,0
1766109518.266,23.839,7.547,0.000,0.000,0.094,0.094,IDLE,None,0
1766109518.323,24.044,7.433,0.000,0.000,0.256,0.256,IDLE,None,0
1766109518.380,24.185,7.449,0.000,0.000,0.089,0.089,IDLE,None,0
1766109518.437,24.153,7.563,0.000,0.000,0.093,0.093,IDLE,None,0
1766109518.494,24.250,7.681,0.000,0.000,0.131,0.131,IDLE,None,0
1766109518.551,24.280,7.809,0.000,0.000,0.029,0.000,IDLE,None,0
1766109518.608,24.264,7.905,0.000,0.000,0.013,0.000,IDLE,None,0
1766109518.666,24.214,7.861,0.000,0.000,0.040,0.082,IDLE,None,0
1766109518.723,24.198,7.812,0.000,0.000,0.013,0.000,IDLE,None,0
1766109518.780,24.192,7.735,0.000,0.000,0.004,0.000,IDLE,None,0
1766109518.838,24.250,7.602,0.000,0.000,0.046,0.000,IDLE,None,0
1766109518.896,24.448,7.657,0.000,0.000,0.251,0.280,IDLE,None,0
1766109518.953,24.505,7.709,0.000,0.000,0.047,0.000,IDLE,None,0
1766109519.010,24.468,7.729,0.000,0.000,0.030,0.077,IDLE,None,0
1766109519.067,24.304,7.647,0.000,0.000,0.215,0.215,IDLE,None,0
1766109519.124,24.193,7.545,0.000,0.000,0.045,0.000,IDLE,None,0
1766109519.181,24.228,7.413,0.000,0.000,0.068,0.000,IDLE,None,0
1766109519.239,24.355,7.287,0.000,0.000,0.168,0.191,IDLE,None,0
1766109519.299,24.400,7.165,0.000,0.000,0.030,0.000,IDLE,None,0
1766109519.356,24.414,7.089,0.000,0.000,0.011,0.000,IDLE,None,0
1766109519.413,24.379,7.089,0.000,0.000,0.029,0.000,IDLE,None,0
1766109519.470,24.338,7.061,0.000,0.000,0.033,0.080,IDLE,None,0
1766109519.527,24.339,7.048,0.000,0.000,0.001,0.000,IDLE,None,0
1766109519.585,24.313,7.051,0.000,0.000,0.021,0.000,IDLE,None,0
1766109519.642,24.309,7.047,0.000,0.000,0.003,0.000,IDLE,None,0
1766109519.699,24.326,6.932,0.000,0.000,0.013,0.000,IDLE,None,0
1766109519.756,24.350,6.804,0.000,0.000,0.019,0.000,IDLE,None,0
1766109519.813,24.474,6.799,0.000,0.000,0.156,0.165,IDLE,None,0
1766109519.870,24.710,6.577,0.000,0.000,0.250,0.250,IDLE,None,0
1766109519.927,24.773,6.291,0.000,0.000,0.067,0.067,IDLE,None,0
1766109519.984,24.696,6.334,0.000,0.000,0.062,0.062,IDLE,None,0
1766109520.041,24.577,6.555,0.000,0.000,0.155,0.155,IDLE,None,0
1766109520.098,24.333,6.505,0.000,0.000,0.268,0.268,IDLE,None,0
1766109520.155,23.910,6.390,0.000,0.000,0.431,0.431,IDLE,None,0
1766109520.212,23.685,6.299,0.000,0.000,0.081,0.081,IDLE,None,0
1766109520.269,23.680,6.271,0.000,0.000,0.122,0.122,IDLE,None,0
1766109520.327,23.794,6.186,0.000,0.000,0.141,0.141,IDLE,None,0
1766109520.384,24.008,6.172,0.000,0.000,0.204,0.204,IDLE,None,0
1766109520.441,24.072,6.392,0.000,0.000,0.031,0.000,IDLE,None,0
1766109520.498,24.074,6.578,0.000,0.000,0.002,0.000,IDLE,None,0
1766109520.555,23.951,6.637,0.000,0.000,0.178,0.207,IDLE,None,0
1766109520.612,23.796,6.646,0.000,0.000,0.125,0.125,IDLE,None,0
1766109520.669,23.766,6.557,0.000,0.000,0.056,0.056,IDLE,None,0
1766109520.726,23.720,6.393,0.000,0.000,0.037,0.000,IDLE,None,0
