t,roll,pitch,dz_fl,dz_fr,dz_rl,dz_rr
12.5147,0.089,0.101,0.02902,-0.0234,0.0234,-0.02902
12.5469,0.117,0.093,0.02902,-0.0234,0.0234,-0.02902
12.5771,0.143,0.127,0.02902,-0.0234,0.0234,-0.02902
12.607,0.164,0.175,0.02902,-0.0234,0.0234,-0.02902
12.6392,0.171,0.247,0.02902,-0.0234,0.0234,-0.02902
12.6692,0.199,0.348,0.02902,-0.0234,0.0234,-0.02902
12.6993,0.247,0.432,0.02902,-0.0234,0.0234,-0.02902
12.7322,0.302,0.506,0.02923,-0.02319,0.02319,-0.02923
12.7623,0.385,0.598,0.02949,-0.02293,0.02293,-0.02949
12.7922,0.477,0.683,0.02978,-0.02264,0.02264,-0.02978
12.8229,0.594,0.76,0.02979,-0.022,0.022,-0.02979
12.8537,0.746,0.839,0.02975,-0.02124,0.02124,-0.02975
12.8838,0.863,0.92,0.02968,-0.02039,0.02039,-0.02968
12.916,0.914,0.96,0.0296,-0.01949,0.01949,-0.0296
12.946,1.01,0.995,0.02949,-0.01853,0.01853,-0.02949
12.9784,1.045,1.046,0.02938,-0.01753,0.01753,-0.02938
13.0108,1.136,0.978,0.02919,-0.0165,0.0165,-0.02919
13.0414,1.148,1.082,0.02904,-0.01543,0.01543,-0.02904
13.0714,1.01,1.186,0.02901,-0.01439,0.01439,-0.02901
13.1046,1.007,1.134,0.02895,-0.01337,0.01337,-0.02895
13.1349,0.995,1.121,0.0289,-0.01236,0.01236,-0.0289
13.165,1.024,1.134,0.02884,-0.01133,0.01133,-0.02884
13.1976,0.945,1.163,0.02883,-0.01033,0.01033,-0.02883
13.2276,0.861,1.381,0.02896,-0.00928,0.00928,-0.02896
13.2576,0.942,1.244,0.02899,-0.00824,0.00824,-0.02899
13.2884,0.955,1.135,0.02896,-0.00725,0.00725,-0.02896
13.3187,0.843,0.991,0.02894,-0.00638,0.00638,-0.02894
13.3487,0.825,0.852,0.02886,-0.00557,0.00557,-0.02886
13.3812,0.83,0.703,0.02872,-0.00483,0.00483,-0.02872
13.4115,0.873,0.595,0.02851,-0.00411,0.00411,-0.02851
13.4417,0.924,0.479,0.02801,-0.00362,0.00362,-0.02801
13.4742,0.924,0.371,0.02752,-0.00313,0.00313,-0.02752
13.5044,0.842,0.207,0.02707,-0.00268,0.00268,-0.02707
13.5344,0.686,0.155,0.0267,-0.00231,0.00231,-0.0267
13.5669,0.566,0.048,0.0264,-0.00201,0.00201,-0.0264
13.597,0.589,0.006,0.02609,-0.0017,0.0017,-0.02609
13.6271,0.566,0.071,0.02579,-0.00139,0.00139,-0.02579
13.6594,0.516,0.109,0.02551,-0.00112,0.00112,-0.02551
13.6898,0.48,0.181,0.02551,-0.00112,0.00112,-0.02551
13.7205,0.477,0.209,0.02551,-0.00112,0.00112,-0.02551
13.7529,0.527,0.229,0.02523,-0.00084,0.00084,-0.02523
13.7832,0.574,0.277,0.02492,-0.00053,0.00053,-0.02492
13.8136,0.664,0.282,0.02457,-0.00018,0.00018,-0.02457
13.8447,0.735,0.284,0.02418,0.00021,-0.00021,-0.02418
13.875,0.809,0.31,0.02375,0.00065,-0.00065,-0.02375
13.9056,0.851,0.285,0.02329,0.0011,-0.0011,-0.02329
13.9362,0.975,0.272,0.02277,0.00162,-0.00162,-0.02277
13.9673,1.039,0.294,0.02222,0.00217,-0.00217,-0.02222
13.9977,1.107,0.312,0.02163,0.00276,-0.00276,-0.02163
14.0303,1.14,0.403,0.02102,0.00337,-0.00337,-0.02102
14.0616,1.174,0.412,0.02039,0.004,-0.004,-0.02039
14.0919,1.285,0.462,0.01971,0.00468,-0.00468,-0.01971
14.1236,1.311,0.545,0.01924,0.00562,-0.00562,-0.01924
14.154,1.264,0.59,0.01882,0.00654,-0.00654,-0.01882
14.1843,1.173,0.785,0.01853,0.0075,-0.0075,-0.01853
14.2152,1.048,0.824,0.01832,0.00841,-0.00841,-0.01832
14.2455,1.0,0.789,0.01813,0.00928,-0.00928,-0.01813
14.2757,0.896,0.894,0.01803,0.01014,-0.01014,-0.01803
14.3069,0.682,1.076,0.01812,0.01097,-0.01097,-0.01812
14.3398,0.524,1.103,0.01832,0.01172,-0.01172,-0.01832
14.3702,0.448,1.107,0.01879,0.01219,-0.01219,-0.01879
14.4024,0.354,0.987,0.01921,0.01261,-0.01261,-0.01921
14.4327,0.242,0.953,0.01962,0.01302,-0.01302,-0.01962
14.4631,0.194,0.946,0.02002,0.01342,-0.01342,-0.02002
14.4941,0.174,0.841,0.02038,0.01378,-0.01378,-0.02038
14.5257,0.174,0.726,0.02069,0.01409,-0.01409,-0.02069
14.5563,0.235,0.638,0.02096,0.01436,-0.01436,-0.02096
14.5873,0.343,0.479,0.02096,0.01436,-0.01436,-0.02096
14.6175,0.563,0.285,0.02066,0.01466,-0.01466,-0.02066
14.6476,0.678,0.119,0.0203,0.01502,-0.01502,-0.0203
14.6788,0.69,0.049,0.01993,0.01539,-0.01539,-0.01993
14.7092,0.767,-0.104,0.01952,0.0158,-0.0158,-0.01952
14.7393,0.95,-0.221,0.01901,0.01631,-0.01631,-0.01901
14.7697,1.125,-0.403,0.01841,0.01691,-0.01691,-0.01841
14.8006,1.285,-0.473,0.01773,0.01759,-0.01759,-0.01773
14.8336,1.3,-0.498,0.01703,0.01829,-0.01829,-0.01703
14.8649,1.309,-0.565,0.0161,0.01874,-0.01874,-0.0161
14.8976,1.333,-0.761,0.01506,0.01913,-0.01913,-0.01506
14.9279,1.382,-0.979,0.01391,0.01945,-0.01945,-0.01391
14.9604,1.322,-0.993,0.01278,0.01973,-0.01973,-0.01278
14.9908,1.347,-1.116,0.01158,0.01997,-0.01997,-0.01158
15.021,1.378,-1.165,0.01035,0.02021,-0.02021,-0.01035
15.0522,1.255,-1.176,0.00918,0.02038,-0.02038,-0.00918
15.0825,1.194,-1.169,0.00804,0.02052,-0.02052,-0.00804
15.1129,1.228,-1.166,0.00689,0.02067,-0.02067,-0.00689
15.1438,1.186,-1.163,0.00576,0.02081,-0.02081,-0.00576
15.1766,1.092,-1.126,0.0047,0.02091,-0.02091,-0.0047
15.2068,0.926,-1.093,0.00374,0.02094,-0.02094,-0.00374
15.2381,0.852,-0.968,0.00287,0.02098,-0.02098,-0.00287
15.2685,0.74,-0.878,0.0021,0.021,-0.021,-0.0021
15.2988,0.716,-0.756,0.0014,0.02106,-0.02106,-0.0014
15.3312,0.735,-0.608,0.00075,0.02119,-0.02119,-0.00075
15.3614,0.724,-0.452,0.00036,0.02158,-0.02158,-0.00036
15.3915,0.659,-0.356,1e-05,0.02193,-0.02193,-1e-05
15.4235,0.579,-0.335,-0.0003,0.02224,-0.02224,0.0003
15.4537,0.561,-0.337,-0.0006,0.02254,-0.02254,0.0006
15.4868,0.577,-0.257,-0.00091,0.02285,-0.02285,0.00091
15.5199,0.541,-0.266,-0.00119,0.02313,-0.02313,0.00119
15.5502,0.509,-0.389,-0.00147,0.02341,-0.02341,0.00147
15.5806,0.494,-0.54,-0.0017,0.02318,-0.02318,0.0017
15.6136,0.483,-0.717,-0.002,0.02287,-0.02287,0.002
15.6438,0.46,-0.727,-0.00231,0.02256,-0.02256,0.00231
15.6748,0.444,-0.797,-0.00265,0.02222,-0.02222,0.00265
15.7074,0.396,-0.901,-0.00304,0.02183,-0.02183,0.00304
15.7375,0.419,-0.944,-0.00344,0.02143,-0.02143,0.00344
15.768,0.517,-1.043,-0.00416,0.02126,-0.02126,0.00416
15.7989,0.635,-1.013,-0.00493,0.02117,-0.02117,0.00493
15.829,0.675,-1.041,-0.00574,0.02108,-0.02108,0.00574
15.859,0.751,-1.046,-0.00658,0.02104,-0.02104,0.00658
15.8908,0.871,-1.082,-0.00751,0.02104,-0.02104,0.00751
15.9209,0.943,-1.109,-0.00848,0.02107,-0.02107,0.00848
15.9507,0.931,-1.01,-0.00941,0.02114,-0.02114,0.00941
15.9822,1.038,-0.979,-0.01038,0.02127,-0.02127,0.01038
16.0126,0.968,-1.04,-0.01134,0.02135,-0.02135,0.01134
16.0426,0.913,-1.081,-0.01229,0.02137,-0.02137,0.01229
16.0751,0.857,-1.073,-0.01321,0.02137,-0.02137,0.01321
16.1053,0.751,-1.179,-0.01411,0.02127,-0.02127,0.01411
16.1355,0.569,-1.268,-0.01495,0.02103,-0.02103,0.01495
16.1671,0.377,-1.309,-0.01551,0.02047,-0.02047,0.01551
16.2,0.243,-1.412,-0.01611,0.01987,-0.01987,0.01611
16.23,0.081,-1.462,-0.01674,0.01925,-0.01925,0.01674
16.2628,-0.108,-1.502,-0.01738,0.01861,-0.01861,0.01738
16.2928,-0.223,-1.491,-0.01802,0.01797,-0.01797,0.01802
16.3228,-0.189,-1.441,-0.01863,0.01735,-0.01735,0.01863
16.3544,-0.238,-1.463,-0.01926,0.01673,-0.01673,0.01926
16.3847,-0.261,-1.466,-0.01988,0.0161,-0.0161,0.01988
16.4147,-0.166,-1.439,-0.02049,0.01549,-0.01549,0.02049
16.4465,-0.114,-1.344,-0.02107,0.01492,-0.01492,0.02107
16.4766,-0.077,-1.32,-0.02163,0.01435,-0.01435,0.02163
16.5066,0.013,-1.239,-0.02216,0.01383,-0.01383,0.02216
16.5371,0.179,-1.238,-0.02269,0.0133,-0.0133,0.02269
16.5703,0.345,-1.243,-0.02322,0.01277,-0.01277,0.02322
16.6004,0.41,-1.228,-0.02374,0.01224,-0.01224,0.02374
16.6311,0.573,-1.276,-0.02459,0.012,-0.012,0.02459
16.6618,0.662,-1.254,-0.02548,0.01182,-0.01182,0.02548
16.6918,0.808,-1.371,-0.0265,0.01167,-0.01167,0.0265
16.7237,0.97,-1.425,-0.02762,0.01158,-0.01158,0.02762
16.7537,0.984,-1.555,-0.02881,0.01144,-0.01144,0.02881
16.7863,1.052,-1.544,-0.03003,0.01134,-0.01134,0.03003
16.8173,1.165,-1.286,-0.0312,0.01141,-0.01141,0.0312
16.8475,1.133,-1.121,-0.03228,0.01154,-0.01154,0.03228
16.8777,0.999,-1.079,-0.03328,0.01161,-0.01161,0.03328
16.9095,0.782,-0.945,-0.0341,0.01163,-0.01163,0.0341
16.9395,0.61,-0.729,-0.03473,0.01164,-0.01164,0.03473
16.97,0.429,-0.47,-0.03473,0.01164,-0.01164,0.03473
17.0013,0.247,-0.194,-0.03473,0.01164,-0.01164,0.03473
17.0313,0.092,-0.058,-0.03473,0.01164,-0.01164,0.03473
17.0616,-0.098,0.069,-0.03473,0.01164,-0.01164,0.03473
17.0921,-0.273,0.083,-0.03473,0.01164,-0.01164,0.03473
17.1241,-0.337,0.11,-0.03473,0.01164,-0.01164,0.03473
17.1541,-0.344,0.053,-0.03473,0.01164,-0.01164,0.03473
17.1848,-0.311,-0.035,-0.03473,0.01164,-0.01164,0.03473
17.2176,-0.269,-0.035,-0.03473,0.01164,-0.01164,0.03473
17.2475,-0.322,-0.05,-0.03473,0.01164,-0.01164,0.03473
17.2783,-0.407,-0.103,-0.03473,0.01164,-0.01164,0.03473
17.3084,-0.406,-0.135,-0.03473,0.01164,-0.01164,0.03473
17.3384,-0.38,-0.158,-0.03473,0.01164,-0.01164,0.03473
17.3685,-0.39,-0.164,-0.03473,0.01164,-0.01164,0.03473
17.4013,-0.44,-0.151,-0.03473,0.01164,-0.01164,0.03473
17.4312,-0.476,-0.16,-0.03473,0.01164,-0.01164,0.03473
17.4612,-0.485,-0.193,-0.03473,0.01164,-0.01164,0.03473
17.492,-0.49,-0.207,-0.03473,0.01164,-0.01164,0.03473
17.5222,-0.525,-0.213,-0.03445,0.01136,-0.01136,0.03445
17.5523,-0.575,-0.216,-0.03415,0.01105,-0.01105,0.03415
17.583,-0.624,-0.245,-0.03381,0.01072,-0.01072,0.03381
17.6142,-0.797,-0.219,-0.03339,0.0103,-0.0103,0.03339
17.6447,-0.968,-0.302,-0.03287,0.00978,-0.00978,0.03287
17.6775,-1.24,-0.376,-0.03221,0.00912,-0.00912,0.03221
17.7079,-1.542,-0.308,-0.03139,0.0083,-0.0083,0.03139
17.7381,-1.746,-0.325,-0.03046,0.00737,-0.00737,0.03046
17.7692,-1.891,-0.402,-0.02945,0.00636,-0.00636,0.02945
17.7997,-1.958,-0.376,-0.0284,0.00531,-0.00531,0.0284
17.8299,-1.766,-0.355,-0.02746,0.00437,-0.00437,0.02746
17.8623,-1.494,-0.302,-0.02666,0.00357,-0.00357,0.02666
17.8926,-1.275,-0.207,-0.02598,0.00289,-0.00289,0.02598
17.9233,-0.973,-0.315,-0.02547,0.00238,-0.00238,0.02547
17.9557,-0.8,-0.151,-0.02504,0.00195,-0.00195,0.02504
17.9859,-0.604,-0.024,-0.02472,0.00163,-0.00163,0.02472
18.0161,-0.249,-0.038,-0.02472,0.00163,-0.00163,0.02472
18.0471,0.203,-0.031,-0.02472,0.00163,-0.00163,0.02472
18.0777,0.674,-0.029,-0.02508,0.00199,-0.00199,0.02508
18.1083,1.151,-0.043,-0.02569,0.0026,-0.0026,0.02569
18.1392,1.705,0.188,-0.0266,0.00351,-0.00351,0.0266
18.1723,1.969,0.275,-0.02765,0.00456,-0.00456,0.02765
18.2025,2.052,0.302,-0.02874,0.00565,-0.00565,0.02874
18.234,2.204,0.419,-0.02992,0.00683,-0.00683,0.02992
18.2644,2.287,0.52,-0.03092,0.00827,-0.00827,0.03092
18.2947,2.187,0.588,-0.03183,0.00969,-0.00969,0.03183
18.3274,2.029,0.56,-0.03268,0.01101,-0.01101,0.03268
18.3577,1.806,0.482,-0.03364,0.01197,-0.01197,0.03364
18.3879,1.468,0.474,-0.03442,0.01276,-0.01276,0.03442
18.4191,0.974,0.52,-0.03472,0.0135,-0.0135,0.03472
18.4525,0.484,0.527,-0.0345,0.01372,-0.01372,0.0345
18.4829,0.174,0.445,-0.0345,0.01372,-0.01372,0.0345
18.5161,-0.063,0.43,-0.0345,0.01372,-0.01372,0.0345
18.5468,-0.372,0.384,-0.0345,0.01372,-0.01372,0.0345
18.5773,-0.668,0.309,-0.03414,0.01337,-0.01337,0.03414
18.6103,-0.861,0.211,-0.03368,0.01291,-0.01291,0.03368
18.6409,-0.921,0.119,-0.03319,0.01241,-0.01241,0.03319
18.6716,-0.942,0.015,-0.03269,0.01191,-0.01191,0.03269
18.7044,-0.986,-0.013,-0.03216,0.01139,-0.01139,0.03216
18.7345,-0.966,-0.05,-0.03165,0.01087,-0.01087,0.03165
18.7657,-0.957,-0.065,-0.03113,0.01036,-0.01036,0.03113
18.796,-0.943,-0.096,-0.03063,0.00986,-0.00986,0.03063
18.829,-0.835,-0.14,-0.03019,0.00941,-0.00941,0.03019
18.8614,-0.686,-0.189,-0.02982,0.00905,-0.00905,0.02982
18.8918,-0.729,-0.227,-0.02943,0.00866,-0.00866,0.02943
18.9222,-0.781,-0.285,-0.02902,0.00824,-0.00824,0.02902
18.9547,-0.811,-0.31,-0.02858,0.00781,-0.00781,0.02858
18.9851,-0.909,-0.4,-0.0281,0.00732,-0.00732,0.0281
19.0151,-0.887,-0.611,-0.02789,0.00659,-0.00659,0.02789
19.0476,-0.857,-0.545,-0.02766,0.0059,-0.0059,0.02766
19.0785,-0.889,-0.411,-0.02719,0.00543,-0.00543,0.02719
19.1089,-0.919,-0.297,-0.0267,0.00494,-0.00494,0.0267
19.141,-1.018,-0.09,-0.02615,0.00439,-0.00439,0.02615
19.1714,-1.116,0.047,-0.02556,0.0038,-0.0038,0.02556
19.2016,-1.111,0.204,-0.02497,0.00321,-0.00321,0.02497
19.2326,-1.155,0.318,-0.02435,0.00259,-0.00259,0.02435
19.263,-1.219,0.46,-0.0237,0.00194,-0.00194,0.0237
19.2933,-1.273,0.648,-0.02274,0.00154,-0.00154,0.02274
19.326,-1.316,0.852,-0.02168,0.0012,-0.0012,0.02168
19.3561,-1.344,1.033,-0.02052,0.00092,-0.00092,0.02052
19.3863,-1.308,1.052,-0.01937,0.00067,-0.00067,0.01937
19.4173,-1.258,1.081,-0.01824,0.00046,-0.00046,0.01824
19.4492,-1.22,1.059,-0.01714,0.00027,-0.00027,0.01714
19.4793,-1.345,1.149,-0.01593,4e-05,-4e-05,0.01593
19.5116,-1.5,1.203,-0.01462,-0.00025,0.00025,0.01462
19.5417,-1.616,1.219,-0.01324,-0.00059,0.00059,0.01324
19.5717,-1.669,1.17,-0.01185,-0.00098,0.00098,0.01185
19.6037,-1.679,1.052,-0.0105,-0.00143,0.00143,0.0105
19.6338,-1.667,1.14,-0.00913,-0.00183,0.00183,0.00913
19.6641,-1.682,1.182,-0.00773,-0.00222,0.00222,0.00773
19.6954,-1.688,1.111,-0.00635,-0.00265,0.00265,0.00635
19.7258,-1.743,1.008,-0.00499,-0.00315,0.00315,0.00499
19.7562,-1.728,0.957,-0.00366,-0.00366,0.00366,0.00366
19.7871,-1.581,0.869,-0.00245,-0.00413,0.00413,0.00245
19.8176,-1.448,0.714,-0.00137,-0.0046,0.0046,0.00137
19.8478,-1.356,0.631,-0.00038,-0.00506,0.00506,0.00038
19.8788,-1.294,0.624,0.00058,-0.00548,0.00548,-0.00058
19.909,-1.176,0.468,0.0012,-0.00611,0.00611,-0.0012
19.94,-1.09,0.35,0.00178,-0.00669,0.00669,-0.00178
19.9702,-0.968,0.272,0.0023,-0.0072,0.0072,-0.0023
20.0032,-0.843,0.223,0.00275,-0.00765,0.00765,-0.00275
20.0333,-0.698,0.107,0.00312,-0.00803,0.00803,-0.00312
20.0637,-0.591,0.122,0.00344,-0.00834,0.00834,-0.00344
20.0966,-0.472,0.055,0.00344,-0.00834,0.00834,-0.00344
20.1266,-0.359,0.069,0.00344,-0.00834,0.00834,-0.00344
20.1575,-0.315,0.048,0.00344,-0.00834,0.00834,-0.00344
20.1877,-0.294,0.062,0.00344,-0.00834,0.00834,-0.00344
20.2178,-0.338,0.08,0.00344,-0.00834,0.00834,-0.00344
20.2485,-0.432,0.097,0.00344,-0.00834,0.00834,-0.00344
20.2815,-0.522,0.118,0.00372,-0.00862,0.00862,-0.00372
20.3116,-0.668,0.161,0.00407,-0.00898,0.00898,-0.00407
20.3419,-0.886,0.188,0.00455,-0.00945,0.00945,-0.00455
20.3747,-1.116,0.153,0.00514,-0.01004,0.01004,-0.00514
20.4048,-1.383,0.233,0.00588,-0.01078,0.01078,-0.00588
20.4353,-1.514,0.298,0.00669,-0.01159,0.01159,-0.00669
20.4684,-1.617,0.474,0.00755,-0.01245,0.01245,-0.00755
20.4988,-1.704,0.499,0.00846,-0.01336,0.01336,-0.00846
20.5299,-1.784,0.525,0.00963,-0.01409,0.01409,-0.00963
20.5601,-1.861,0.58,0.01087,-0.01483,0.01483,-0.01087
20.5903,-1.953,0.702,0.01221,-0.01558,0.01558,-0.01221
20.6217,-1.987,0.598,0.01353,-0.01638,0.01638,-0.01353
20.6519,-1.869,0.609,0.01479,-0.01712,0.01712,-0.01479
20.682,-1.677,0.562,0.01592,-0.01777,0.01777,-0.01592
20.712,-1.437,0.496,0.01669,-0.01854,0.01854,-0.01669
20.7428,-1.322,0.384,0.01739,-0.01924,0.01924,-0.01739
20.7728,-1.087,0.223,0.01797,-0.01982,0.01982,-0.01797
20.8026,-0.794,0.19,0.01839,-0.02025,0.02025,-0.01839
20.8343,-0.547,0.188,0.01869,-0.02054,0.02054,-0.01869
20.8645,-0.251,0.17,0.01869,-0.02054,0.02054,-0.01869
20.8944,-0.077,0.21,0.01869,-0.02054,0.02054,-0.01869
20.9263,0.084,0.11,0.01869,-0.02054,0.02054,-0.01869
20.9575,0.295,-0.006,0.01869,-0.02054,0.02054,-0.01869
20.9875,0.376,-0.066,0.01869,-0.02054,0.02054,-0.01869
21.0193,0.382,-0.128,0.01869,-0.02054,0.02054,-0.01869
21.0494,0.425,-0.182,0.01869,-0.02054,0.02054,-0.01869
21.0796,0.452,-0.209,0.01869,-0.02054,0.02054,-0.01869
21.1111,0.426,-0.204,0.01869,-0.02054,0.02054,-0.01869
21.1415,0.39,-0.184,0.01869,-0.02054,0.02054,-0.01869
21.1743,0.351,-0.183,0.01869,-0.02054,0.02054,-0.01869
21.2068,0.274,-0.205,0.01869,-0.02054,0.02054,-0.01869
21.2368,0.169,-0.231,0.01869,-0.02054,0.02054,-0.01869
21.2673,0.071,-0.262,0.01869,-0.02054,0.02054,-0.01869
21.3,-0.04,-0.315,0.01869,-0.02054,0.02054,-0.01869
21.3304,-0.162,-0.367,0.01869,-0.02054,0.02054,-0.01869
21.3604,-0.269,-0.409,0.01869,-0.02054,0.02054,-0.01869
21.3914,-0.346,-0.459,0.01869,-0.02054,0.02054,-0.01869
21.4223,-0.473,-0.512,0.01847,-0.02076,0.02076,-0.01847
21.4524,-0.605,-0.535,0.01856,-0.02131,0.02131,-0.01856
21.4846,-0.767,-0.549,0.01874,-0.02195,0.02195,-0.01874
21.5153,-0.927,-0.597,0.01898,-0.0227,0.0227,-0.01898
21.5454,-1.082,-0.522,0.01933,-0.0235,0.0235,-0.01933
21.5775,-1.204,-0.465,0.01997,-0.02414,0.02414,-0.01997
21.6075,-1.296,-0.404,0.02066,-0.02483,0.02483,-0.02066
21.64,-1.294,-0.303,0.02135,-0.02552,0.02552,-0.02135
21.673,-1.397,-0.424,0.0221,-0.02627,0.02627,-0.0221
21.7031,-1.391,-0.363,0.02284,-0.02701,0.02701,-0.02284
21.7331,-1.296,-0.448,0.02353,-0.0277,0.0277,-0.02353
21.7638,-1.242,-0.339,0.02419,-0.02836,0.02836,-0.02419
21.7942,-1.138,-0.461,0.0248,-0.02897,0.02897,-0.0248
21.8242,-1.055,-0.492,0.02536,-0.02953,0.02953,-0.02536
21.856,-0.989,-0.463,0.02589,-0.03006,0.03006,-0.02589
21.886,-0.95,-0.551,0.02616,-0.0308,0.0308,-0.02616
21.9161,-0.851,-0.578,0.02637,-0.0315,0.0315,-0.02637
21.947,-0.867,-0.506,0.02662,-0.03218,0.03218,-0.02662
21.9771,-0.879,-0.433,0.02709,-0.03265,0.03265,-0.02709
22.0072,-0.796,-0.383,0.02751,-0.03308,0.03308,-0.02751
22.0372,-0.684,-0.358,0.02788,-0.03344,0.03344,-0.02788
22.0702,-0.599,-0.323,0.02819,-0.03376,0.03376,-0.02819
22.1004,-0.538,-0.273,0.02848,-0.03405,0.03405,-0.02848
22.1311,-0.515,-0.244,0.02876,-0.03432,0.03432,-0.02876
22.1638,-0.467,-0.123,0.02876,-0.03432,0.03432,-0.02876
22.1938,-0.349,-0.133,0.02876,-0.03432,0.03432,-0.02876
22.2242,-0.29,-0.085,0.02876,-0.03432,0.03432,-0.02876
22.2564,-0.203,-0.071,0.02876,-0.03432,0.03432,-0.02876
22.2863,-0.147,-0.018,0.02876,-0.03432,0.03432,-0.02876
22.3168,-0.167,-0.018,0.02876,-0.03432,0.03432,-0.02876
22.3495,-0.149,0.017,0.02876,-0.03432,0.03432,-0.02876
22.3811,-0.126,0.037,0.02876,-0.03432,0.03432,-0.02876
22.4139,-0.132,0.076,0.02876,-0.03432,0.03432,-0.02876
22.4439,-0.148,0.108,0.02876,-0.03432,0.03432,-0.02876
22.4739,-0.208,0.147,0.02876,-0.03432,0.03432,-0.02876
22.5059,-0.276,0.195,0.02876,-0.03432,0.03432,-0.02876
22.5365,-0.321,0.263,0.02876,-0.03432,0.03432,-0.02876
22.5669,-0.357,0.31,0.02876,-0.03432,0.03432,-0.02876
22.5988,-0.356,0.33,0.02876,-0.03432,0.03432,-0.02876
22.6295,-0.288,0.332,0.02876,-0.03432,0.03432,-0.02876
22.6599,-0.184,0.296,0.02876,-0.03432,0.03432,-0.02876
22.6908,-0.045,0.235,0.02876,-0.03432,0.03432,-0.02876
22.7211,0.124,0.148,0.02876,-0.03432,0.03432,-0.02876
22.754,0.286,0.037,0.02876,-0.03432,0.03432,-0.02876
22.7848,0.423,-0.092,0.02876,-0.03432,0.03432,-0.02876
22.8151,0.575,-0.223,0.02845,-0.03401,0.03401,-0.02845
22.8455,0.73,-0.361,0.02806,-0.03363,0.03363,-0.02806
22.8777,0.848,-0.481,0.02761,-0.03317,0.03317,-0.02761
22.9082,0.933,-0.683,0.02682,-0.03297,0.03297,-0.02682
22.9385,1.126,-0.834,0.02586,-0.03272,0.03272,-0.02586
22.9707,1.273,-0.951,0.02478,-0.03245,0.03245,-0.02478
23.0013,1.341,-1.009,0.02363,-0.03216,0.03216,-0.02363
23.0315,1.33,-1.019,0.02249,-0.03189,0.03189,-0.02249
23.0652,1.332,-1.097,0.02131,-0.03165,0.03165,-0.02131
23.1,1.218,-1.088,0.0202,-0.03146,0.03146,-0.0202
23.1338,1.162,-1.006,0.01915,-0.03127,0.03127,-0.01915
23.1675,1.103,-0.963,0.01815,-0.03109,0.03109,-0.01815
23.2009,0.975,-0.999,0.0172,-0.031,0.031,-0.0172
23.2344,0.722,-0.984,0.0164,-0.03104,0.03104,-0.0164
23.2677,0.536,-0.948,0.01571,-0.03115,0.03115,-0.01571
23.3015,0.393,-0.9,0.01532,-0.03154,0.03154,-0.01532
23.3349,0.183,-0.903,0.01494,-0.03192,0.03192,-0.01494
23.3686,-0.035,-0.858,0.01457,-0.03229,0.03229,-0.01457
23.4019,-0.172,-0.966,0.01416,-0.0327,0.0327,-0.01416
23.4355,-0.24,-1.07,0.0137,-0.03316,0.03316,-0.0137
23.4689,-0.357,-1.207,0.01319,-0.03367,0.03367,-0.01319
23.5025,-0.434,-1.324,0.01262,-0.03424,0.03424,-0.01262
23.5362,-0.461,-1.397,0.01203,-0.03483,0.03483,-0.01203
23.5696,-0.427,-1.439,0.01141,-0.03545,0.03545,-0.01141
23.603,-0.354,-1.558,0.01075,-0.03611,0.03611,-0.01075
23.6365,-0.304,-1.62,0.01006,-0.0368,0.0368,-0.01006
23.67,-0.262,-1.695,0.00933,-0.03753,0.03753,-0.00933
23.7034,-0.067,-1.775,0.00858,-0.03828,0.03828,-0.00858
23.7369,0.185,-1.744,0.00783,-0.03903,0.03903,-0.00783
23.7713,0.407,-1.78,0.00707,-0.03979,0.03979,-0.00707
23.8048,0.692,-1.816,0.00593,-0.04,0.04,-0.00593
23.8383,0.948,-1.903,0.00461,-0.04,0.04,-0.00461
23.8715,1.244,-2.004,0.00309,-0.04,0.04,-0.00309
23.9051,1.495,-2.079,0.00141,-0.04,0.04,-0.00141
23.9385,1.71,-2.064,-0.00038,-0.03997,0.03997,0.00038
23.9719,1.878,-2.006,-0.00224,-0.03982,0.03982,0.00224
24.0055,2.005,-2.114,-0.00421,-0.03966,0.03966,0.00421
24.0391,2.027,-2.083,-0.00618,-0.03946,0.03946,0.00618
24.0729,2.104,-2.033,-0.00817,-0.03921,0.03921,0.00817
24.1069,2.171,-1.865,-0.01013,-0.03885,0.03885,0.01013
24.1407,2.207,-1.813,-0.01208,-0.03844,0.03844,0.01208
24.1744,2.11,-1.589,-0.01388,-0.038,0.038,0.01388
24.2079,1.948,-1.377,-0.01551,-0.03754,0.03754,0.01551
24.2416,1.806,-1.066,-0.01693,-0.03704,0.03704,0.01693
24.2752,1.614,-0.881,-0.01816,-0.03655,0.03655,0.01816
24.3087,1.422,-0.587,-0.01917,-0.03604,0.03604,0.01917
24.3424,1.148,-0.377,-0.01978,-0.03543,0.03543,0.01978
24.3757,0.836,-0.139,-0.02023,-0.03498,0.03498,0.02023
24.4092,0.522,-0.049,-0.02051,-0.03471,0.03471,0.02051
24.4428,0.227,-0.001,-0.02051,-0.03471,0.03471,0.02051
24.4762,0.039,0.073,-0.02051,-0.03471,0.03471,0.02051
24.51,-0.139,0.065,-0.02051,-0.03471,0.03471,0.02051
24.5435,-0.298,-0.018,-0.02051,-0.03471,0.03471,0.02051
24.5769,-0.338,-0.077,-0.02051,-0.03471,0.03471,0.02051
24.6102,-0.315,-0.182,-0.02051,-0.03471,0.03471,0.02051
24.6438,-0.246,-0.291,-0.02051,-0.03471,0.03471,0.02051
