t,roll,pitch,dz_fl,dz_fr,dz_rl,dz_rr
6.5705,-0.493,-0.662,-0.0211,-0.01469,0.01469,0.0211
6.6022,-0.422,-0.766,-0.02143,-0.01501,0.01501,0.02143
6.633,-0.334,-0.799,-0.02177,-0.01535,0.01535,0.02177
6.664,-0.232,-0.781,-0.0221,-0.01569,0.01569,0.0221
6.695,-0.202,-0.769,-0.02243,-0.01601,0.01601,0.02243
6.7257,-0.277,-0.798,-0.02277,-0.01636,0.01636,0.02277
6.7564,-0.212,-0.786,-0.0231,-0.01669,0.01669,0.0231
6.7906,-0.174,-0.858,-0.02347,-0.01706,0.01706,0.02347
6.8217,-0.245,-0.824,-0.02382,-0.01741,0.01741,0.02382
6.8525,-0.382,-0.747,-0.02414,-0.01773,0.01773,0.02414
6.8857,-0.458,-0.728,-0.02445,-0.01804,0.01804,0.02445
6.9168,-0.385,-0.749,-0.02477,-0.01836,0.01836,0.02477
6.95,-0.433,-0.71,-0.02507,-0.01866,0.01866,0.02507
6.9811,-0.568,-0.629,-0.02504,-0.01923,0.01923,0.02504
7.0118,-0.62,-0.597,-0.02496,-0.01982,0.01982,0.02496
7.0433,-0.537,-0.612,-0.02494,-0.02036,0.02036,0.02494
7.0745,-0.575,-0.571,-0.02487,-0.02091,0.02091,0.02487
7.1057,-0.637,-0.572,-0.02478,-0.0215,0.0215,0.02478
7.1399,-0.654,-0.516,-0.02465,-0.02207,0.02207,0.02465
7.1735,-0.641,-0.503,-0.02452,-0.02262,0.02262,0.02452
7.2047,-0.596,-0.44,-0.0242,-0.02294,0.02294,0.0242
7.237,-0.455,-0.345,-0.0242,-0.02294,0.02294,0.0242
7.269,-0.383,-0.36,-0.0242,-0.02294,0.02294,0.0242
7.3024,-0.337,-0.293,-0.0242,-0.02294,0.02294,0.0242
7.3334,-0.348,-0.215,-0.0242,-0.02294,0.02294,0.0242
7.3662,-0.415,-0.202,-0.0242,-0.02294,0.02294,0.0242
7.3974,-0.436,-0.22,-0.0242,-0.02294,0.02294,0.0242
7.428,-0.454,-0.189,-0.0242,-0.02294,0.02294,0.0242
7.4614,-0.51,-0.132,-0.02393,-0.02321,0.02321,0.02393
7.4922,-0.61,-0.11,-0.02361,-0.02354,0.02354,0.02361
7.5229,-0.732,-0.104,-0.02322,-0.02393,0.02393,0.02322
7.5559,-0.843,-0.011,-0.02277,-0.02438,0.02438,0.02277
7.5868,-0.966,-0.09,-0.02225,-0.02489,0.02489,0.02225
7.6176,-1.003,-0.075,-0.02172,-0.02543,0.02543,0.02172
7.6509,-1.057,-0.04,-0.02115,-0.02599,0.02599,0.02115
7.6815,-1.23,0.021,-0.0205,-0.02665,0.02665,0.0205
7.7126,-1.277,-0.038,-0.01982,-0.02733,0.02733,0.01982
7.7449,-1.331,-0.028,-0.01911,-0.02804,0.02804,0.01911
7.7761,-1.379,-0.088,-0.01837,-0.02878,0.02878,0.01837
7.8089,-1.238,-0.098,-0.01771,-0.02944,0.02944,0.01771
7.8395,-1.069,-0.137,-0.01714,-0.03001,0.03001,0.01714
7.8701,-0.926,-0.15,-0.01665,-0.0305,0.0305,0.01665
7.9021,-0.785,-0.215,-0.01623,-0.03092,0.03092,0.01623
7.9335,-0.646,-0.296,-0.01588,-0.03126,0.03126,0.01588
7.9643,-0.477,-0.288,-0.01588,-0.03126,0.03126,0.01588
7.9953,-0.17,-0.291,-0.01588,-0.03126,0.03126,0.01588
8.026,0.025,-0.286,-0.01588,-0.03126,0.03126,0.01588
8.0575,0.079,-0.255,-0.01588,-0.03126,0.03126,0.01588
8.089,0.107,-0.259,-0.01588,-0.03126,0.03126,0.01588
8.1224,0.143,-0.244,-0.01588,-0.03126,0.03126,0.01588
8.1549,0.144,-0.191,-0.01588,-0.03126,0.03126,0.01588
8.1905,0.041,-0.084,-0.01588,-0.03126,0.03126,0.01588
8.2263,-0.132,0.009,-0.01588,-0.03126,0.03126,0.01588
8.2619,-0.307,0.139,-0.01588,-0.03126,0.03126,0.01588
8.2962,-0.473,0.272,-0.01588,-0.03126,0.03126,0.01588
8.3276,-0.628,0.439,-0.01555,-0.0316,0.0316,0.01555
8.3581,-0.788,0.615,-0.01487,-0.03176,0.03176,0.01487
8.3925,-0.935,0.714,-0.01406,-0.03195,0.03195,0.01406
8.4238,-1.112,0.797,-0.01313,-0.0322,0.0322,0.01313
8.4556,-1.199,0.929,-0.01209,-0.03245,0.03245,0.01209
8.4886,-1.334,1.01,-0.01095,-0.03273,0.03273,0.01095
8.5205,-1.409,1.004,-0.00977,-0.03305,0.03305,0.00977
8.554,-1.361,1.049,-0.0086,-0.03333,0.03333,0.0086
8.5845,-1.271,1.008,-0.00749,-0.03358,0.03358,0.00749
8.615,-1.174,0.966,-0.00645,-0.03379,0.03379,0.00645
8.647,-1.112,0.922,-0.00546,-0.03399,0.03399,0.00546
8.6772,-0.951,0.956,-0.00455,-0.03409,0.03409,0.00455
8.708,-0.805,0.96,-0.00371,-0.03411,0.03411,0.00371
8.741,-0.589,0.946,-0.00299,-0.03402,0.03402,0.00299
8.7714,-0.489,0.809,-0.00265,-0.03367,0.03367,0.00265
8.8024,-0.389,0.784,-0.00231,-0.03334,0.03334,0.00231
8.833,-0.392,0.724,-0.002,-0.03303,0.03303,0.002
8.8632,-0.31,0.742,-0.00169,-0.03271,0.03271,0.00169
8.8934,-0.18,0.654,-0.00141,-0.03244,0.03244,0.00141
8.9263,-0.126,0.642,-0.00113,-0.03216,0.03216,0.00113
8.9565,-0.2,0.632,-0.00086,-0.03189,0.03189,0.00086
8.9864,-0.287,0.654,-0.00059,-0.03161,0.03161,0.00059
9.0176,-0.34,0.596,-0.00033,-0.03136,0.03136,0.00033
9.0479,-0.397,0.572,-9e-05,-0.03111,0.03111,9e-05
9.0784,-0.507,0.601,0.00044,-0.03113,0.03113,-0.00044
9.1119,-0.669,0.65,0.00107,-0.03121,0.03121,-0.00107
9.1428,-0.807,0.699,0.0018,-0.03134,0.03134,-0.0018
9.1738,-0.851,0.714,0.00256,-0.03149,0.03149,-0.00256
9.2043,-0.937,0.803,0.0034,-0.03165,0.03165,-0.0034
9.2345,-0.94,0.887,0.00428,-0.03177,0.03177,-0.00428
9.2651,-0.977,0.876,0.00518,-0.03192,0.03192,-0.00518
9.2981,-0.974,0.915,0.00609,-0.03205,0.03205,-0.00609
9.3283,-0.87,0.797,0.00689,-0.03217,0.03217,-0.00689
9.3589,-0.706,0.716,0.00757,-0.03224,0.03224,-0.00757
9.3919,-0.527,0.58,0.0081,-0.03227,0.03227,-0.0081
9.4224,-0.435,0.408,0.0081,-0.03227,0.03227,-0.0081
9.4531,-0.288,0.157,0.0081,-0.03227,0.03227,-0.0081
9.4858,-0.116,0.007,0.0081,-0.03227,0.03227,-0.0081
9.5162,0.02,-0.061,0.0081,-0.03227,0.03227,-0.0081
9.5469,0.12,-0.111,0.0081,-0.03227,0.03227,-0.0081
9.5772,0.17,-0.135,0.0081,-0.03227,0.03227,-0.0081
9.6074,0.19,-0.106,0.0081,-0.03227,0.03227,-0.0081
9.6381,0.2,-0.029,0.0081,-0.03227,0.03227,-0.0081
9.6713,0.155,0.053,0.0081,-0.03227,0.03227,-0.0081
9.7016,0.066,0.123,0.0081,-0.03227,0.03227,-0.0081
9.7327,-0.024,0.186,0.0081,-0.03227,0.03227,-0.0081
9.7646,-0.131,0.254,0.0081,-0.03227,0.03227,-0.0081
9.795,-0.22,0.314,0.0081,-0.03227,0.03227,-0.0081
9.8264,-0.28,0.37,0.0081,-0.03227,0.03227,-0.0081
9.8566,-0.346,0.406,0.0081,-0.03227,0.03227,-0.0081
9.8868,-0.45,0.429,0.0081,-0.03227,0.03227,-0.0081
9.9184,-0.58,0.464,0.00841,-0.03258,0.03258,-0.00841
9.9489,-0.706,0.481,0.00879,-0.03296,0.03296,-0.00879
9.9792,-0.871,0.486,0.00925,-0.03342,0.03342,-0.00925
10.0106,-0.848,0.395,0.00971,-0.03388,0.03388,-0.00971
10.0443,-0.912,0.46,0.01019,-0.03436,0.03436,-0.01019
10.0752,-0.965,0.478,0.01071,-0.03488,0.03488,-0.01071
10.1084,-1.036,0.514,0.01148,-0.03521,0.03521,-0.01148
10.1389,-1.178,0.527,0.01233,-0.03561,0.03561,-0.01233
10.169,-1.227,0.382,0.01299,-0.03627,0.03627,-0.01299
10.2021,-1.272,0.317,0.01366,-0.03695,0.03695,-0.01366
10.2322,-1.202,0.23,0.01431,-0.03759,0.03759,-0.01431
10.2622,-1.009,0.205,0.01484,-0.03813,0.03813,-0.01484
10.293,-0.877,0.106,0.01531,-0.03859,0.03859,-0.01531
10.3234,-0.707,0.006,0.01569,-0.03897,0.03897,-0.01569
10.3534,-0.577,-0.209,0.016,-0.03928,0.03928,-0.016
10.386,-0.43,-0.355,0.016,-0.03928,0.03928,-0.016
10.4161,-0.245,-0.425,0.016,-0.03928,0.03928,-0.016
10.4464,-0.002,-0.442,0.016,-0.03928,0.03928,-0.016
10.4795,0.132,-0.467,0.016,-0.03928,0.03928,-0.016
10.5099,0.262,-0.5,0.016,-0.03928,0.03928,-0.016
10.5399,0.201,-0.48,0.016,-0.03928,0.03928,-0.016
10.573,0.116,-0.471,0.016,-0.03928,0.03928,-0.016
10.6029,-0.006,-0.4,0.016,-0.03928,0.03928,-0.016
10.6331,-0.202,-0.325,0.016,-0.03928,0.03928,-0.016
10.6655,-0.398,-0.242,0.016,-0.03928,0.03928,-0.016
10.6956,-0.61,-0.163,0.01632,-0.0396,0.0396,-0.01632
10.7256,-0.816,-0.084,0.01676,-0.04,0.04,-0.01676
10.7564,-1.039,-0.056,0.01731,-0.04,0.04,-0.01731
10.7867,-1.281,-0.036,0.01799,-0.04,0.04,-0.01799
10.8171,-1.451,-0.018,0.01877,-0.04,0.04,-0.01877
10.8487,-1.527,0.078,0.01958,-0.04,0.04,-0.01958
10.8786,-1.547,0.153,0.02041,-0.04,0.04,-0.02041
10.909,-1.393,0.068,0.02115,-0.04,0.04,-0.02115
10.9395,-1.316,0.051,0.02185,-0.04,0.04,-0.02185
10.9724,-1.231,-0.049,0.02251,-0.04,0.04,-0.02251
11.0025,-1.092,-0.193,0.02309,-0.04,0.04,-0.02309
11.0346,-0.953,-0.309,0.0236,-0.04,0.04,-0.0236
11.0657,-0.85,-0.497,0.02405,-0.04,0.04,-0.02405
11.0958,-0.655,-0.689,0.02411,-0.04,0.04,-0.02411
11.1276,-0.42,-0.839,0.02375,-0.04,0.04,-0.02375
11.1582,-0.197,-0.921,0.02336,-0.04,0.04,-0.02336
11.1882,-0.041,-0.906,0.02297,-0.04,0.04,-0.02297
11.2196,0.101,-0.799,0.02263,-0.04,0.04,-0.02263
11.2499,0.153,-0.703,0.02233,-0.04,0.04,-0.02233
11.2798,0.165,-0.566,0.02209,-0.04,0.04,-0.02209
11.3105,0.164,-0.346,0.02209,-0.04,0.04,-0.02209
11.3405,0.119,-0.223,0.02209,-0.04,0.04,-0.02209
11.3705,0.069,-0.075,0.02209,-0.04,0.04,-0.02209
11.4006,0.045,0.12,0.02209,-0.04,0.04,-0.02209
11.4338,-0.001,0.337,0.02209,-0.04,0.04,-0.02209
11.464,-0.055,0.49,0.02209,-0.04,0.04,-0.02209
11.4946,-0.119,0.645,0.02236,-0.03972,0.03972,-0.02236
11.5272,-0.209,0.854,0.02273,-0.03936,0.03936,-0.02273
11.5575,-0.316,1.017,0.02316,-0.03893,0.03893,-0.02316
11.5878,-0.403,1.15,0.02365,-0.03844,0.03844,-0.02365
11.6203,-0.426,1.369,0.02424,-0.03785,0.03785,-0.02424
11.6504,-0.459,1.616,0.02493,-0.03716,0.03716,-0.02493
11.6812,-0.473,1.804,0.0257,-0.03639,0.03639,-0.0257
11.7115,-0.427,1.918,0.02651,-0.03557,0.03557,-0.02651
11.7416,-0.32,1.813,0.02729,-0.0348,0.0348,-0.02729
11.7716,-0.123,1.977,0.02813,-0.03396,0.03396,-0.02813
11.8038,0.114,1.885,0.02894,-0.03315,0.03315,-0.02894
11.8338,0.349,1.985,0.02978,-0.03231,0.03231,-0.02978
11.8637,0.47,1.91,0.0306,-0.03149,0.03149,-0.0306
11.8952,0.663,1.769,0.031,-0.03038,0.03038,-0.031
11.9254,0.767,1.521,0.03124,-0.02932,0.02932,-0.03124
11.9555,0.904,1.249,0.03129,-0.02831,0.02831,-0.03129
11.9861,1.004,1.205,0.03127,-0.02726,0.02726,-0.03127
12.0174,0.982,1.065,0.0312,-0.02628,0.02628,-0.0312
12.0475,0.929,0.819,0.03105,-0.02544,0.02544,-0.03105
12.0787,0.863,0.393,0.03059,-0.02498,0.02498,-0.03059
12.109,0.845,0.133,0.03014,-0.02453,0.02453,-0.03014
12.1408,0.807,0.016,0.02971,-0.0241,0.0241,-0.02971
12.1732,0.72,-0.043,0.02933,-0.02371,0.02371,-0.02933
12.2033,0.578,0.01,0.02902,-0.0234,0.0234,-0.02902
12.2333,0.405,-0.043,0.02902,-0.0234,0.0234,-0.02902
12.2646,0.194,0.047,0.02902,-0.0234,0.0234,-0.02902
12.2947,0.082,0.088,0.02902,-0.0234,0.0234,-0.02902
12.3275,0.006,0.179,0.02902,-0.0234,0.0234,-0.02902
12.3603,-0.071,0.225,0.02902,-0.0234,0.0234,-0.02902
12.3907,-0.124,0.25,0.02902,-0.0234,0.0234,-0.02902
12.4211,-0.127,0.207,0.02902,-0.0234,0.0234,-0.02902
12.4537,-0.069,0.126,0.02902,-0.0234,0.0234,-0.02902
12.4838,0.024,0.088,0.02902,-0.0234,0.0234,-0.02902
